ID	搜证轮数	分类Id	线索内容	线索图	是否隐藏（）	音频文件	详情图
Id	SrchNum	TypeId	Line	Pic	Hide	Sound	DetailPic
int	int 	int	string	string	boolean	int	string
33	2	5	府里有一段时间流传着云少爷的一些风言风语，传这话的人都被夫人处置了。似乎源头是有个丫头不小心瞥见了一封写给夫人的信，上书“路停云觊觎当朝太子”。	2014
34	2	6	小丫鬟：“我总闻到她身上有股铃兰花的味道，府里只有夫人和少爷的衣服才用铃兰来熏，她竟也偷偷的学起来了，真是不知好歹。”	2015
35	2	6	姨娘：“她一定会邪术！谁碰到她都会倒霉！几个男人都莫名其妙的消失了，甚至吃了毒药都不死！我怎么会知道她吃毒药没事？我……我什么都不知道！”	2016
36	2	7	太后娘娘在先皇去世前后那几年身体似乎也不大好的。前后生过两场大病，卧床不起，幸亏苏若衣不解带地照顾才好转。如今身体越来越好，倒是容光焕发。	2017
37	2	7	来自一个老太监：“我在宫中当差已经几十年了。当年我也侍奉过杨皇后，她宫中熏香的味道很是特殊，好闻极了。好像当年先帝在的时候，太后娘娘也用这种熏香。只是先帝驾崩太后就不用了，这莫不是皇后专用的吗？也没听内务府的朋友说起过这种规制啊。”	2018
38	3	9	府中下人：发现冰库的冰少了两米多高的一大块。	3001
39	3	9	府中下人：最近夫人书房内间的窗总是缺一格窗纸。补了几次以后夫人就不许我们靠近书房了，她总是自己在书房一待就是一上午。	3002
40	3	2	身上有一包白色粉末	3003
41	3	2	袖口处有一抹很淡的血迹，似乎是蹭上去的。	3004
42	3	2	一个玉雕小人，看起来有些像停云。	3005
43	3	91	花园地上有半包散落的白色粉末。	3006	1
44	3	3	身上有几封信，上面记录着大周的一些机密，信的角落里有被用炭笔拓出的一个心字。	3007
45	3	3	身上有一些南诏语些的信件，角落里都落了一个红莲印记。	3008
46	3	4	手指有几道细小的划痕。	3009
47	3	4	身上有一封对他的调查，显示着一些常去拜访他的人的名单。这些人从世家贵族，到清流新贵，以及贩夫走卒，还有很多女子的名字，许多都是些高门贵族的夫人小姐。	3010
48	3	5	书架上有一个带锁的盒子。打开后发现盒子里装了一个红莲印章。	3011
49	3	5	身上有一封信。云儿：我偶然得知，府中似乎就有南诏间谍，我养虎为患却从未察觉，也难辞其咎。今日我就将查清真相，将这个人找出来。若不幸丧命，望我儿切莫太过伤怀，沙场无眼，保重自己方可报国复仇，切记。告诉太后，今天我一定会给她一个满意的交待。成，则找出间谍。死，亦不会污了她的名头。苏若	3012
50	3	5	房间中有很多种毒药，以及一张记录的收缴单子。其中少了一份落月散。落月散：无臭无味的白色粉末，吃下后会在两炷香内毒发身亡，状似心疾突发，嘴唇发青。	3013
51	3	6	裙子下摆有飞溅的褐色药渍。	3014
52	3	6	身上有一个小瓷瓶，里面装着褐色的液体，其中似乎还浸泡着一只小虫。	3015
53	3	6	房间里有一盘点心，有股苦艾草的味道。房间里还有一股药味。	3016
54	3	92	身上有一把钥匙。可以打开内间的门。	3017	1
55	3	10	脖子上有几道斑驳的勒痕，痕迹看起来就是吊着她的绳子。心口处被利器划伤，但伤口并不深。	3018
56	3	10	体内含有剧毒。	3019
57	3	11	一盘没吃完的点心，上面撒着白色的糖霜。	3020
58	3	11	一本被做了标记的书。神蛊本身有毒，但也可以吞噬毒素，故而被种了此蛊的人，可以百毒不侵。蛊虫离体的时候会释放出毒素，宿主会极其痛苦。蛊虫离体后宿主会进入一柱香的假死状态，嘴唇青紫，没有呼吸，再醒来就要经受百毒蚀心之苦，之后半个小时辰就会死。中蛊之人身上会散发出铃兰花香。	3021
59	3	11	死者房间：一个纸片，似乎是一张纸被烧剩的角落，写着顾辞御三个字。	3022
60	3	11	一本书，上面记录了很多南诏的奇闻秘药。其中一页写着一种叫“前尘了”的药：可以使人忘却前尘，被植入新的记忆。吃了苦艾草可以恢复记忆。还有一页记载着南诏王室女子肩上都会有一个红莲印记。	3023
61	3	12	书房门口有一个药盅的碎片，似乎有人在这熬过药。和青青房间中药的味道一样。	3024
62	3	12	外间只有正门这一个出口，正门没有锁，窗都被锁住了。外间正对着大门有一张长条桌子，死者就落在桌子前的地面上。内外间有一扇门隔着，门被锁住了。用尸体身上的钥匙可以打开内间的门。	3025
63	3	12	打开内间的门后发现这里被火烧的似乎比外间还要严重，门锁没有被破坏过，内间只有一扇窗也是锁着的，没有人出入的痕迹。	3026
64	3	12	内间中有一个呼唤下人的铃铛，内间摇铃振动铁线绳引得外间的铃铛也会跟着响。内外间的铃铛好像都被烧断了，只剩下铁线。	3027
65	3	12	墙壁上写着几个血红色的字：逆神庙者，火焚天罚。	3028
66	3	12	内间中有好几面镜子，没想到她这个年纪了还如此爱美。	3029
67	3	12	地上有一个造型奇特的黑色摆件，十分沉重。下人说这是先帝赏赐给老将军的一块陨铁，足有百斤重。	3030
68	3	7	一张纸，上面记录了苏若的行踪。一份南诏探子在京城联络点的记录，和苏若的行迹大面积的重合。	3031
69	3	7	一份关于南诏神庙的调查报告。神庙是南诏最神秘的地方，南诏人不信佛道，而是信奉神庙，供奉神庙的神女。她们说神庙会保护南诏的子民。神庙的主人是神女，神女也被称为红莲殿下。神庙在南诏受民众朝拜，有时甚至可以干预南诏王的废立，然而如今的南诏王行事间看不出被掣肘的痕迹，似乎还获得了神庙的全力帮助。听说神庙之人绝对不会行背叛之事，否则天涯海角，一定会死无全尸。神庙中人都中了蛊，以神女身上的母蛊就可以控制子蛊，只有将母蛊种入体内才能解除子蛊的控制。	3032
70	3	93	太后的暗卫禀报了跟踪苏若所看到的情况。辰正三刻，太后离开苏若房间，路停云到来，呆了不到半柱香的时间就离开了。巳初，苏若到了自己的书房。之后就再也没有出来。巳正一刻，青青来到苏若书房，半柱香左右就离开了。巳正三刻，太子来到苏若书房，很快就离开了。午初，了失来到苏若书房，不到半柱香就离开了。午初二刻，太子来到书房。午初三刻，靳来生也进来了。很快，靳来生离开，随后太子离开。正午，火起。	3033	1
